"","ID","Date","ele","Plant","Hummingbird","Yobs"
"319","FH515","2014-04-22",2080,"Fuchsia macrostigma","Aglaiocercus coelestis",1
"320","FH515","2014-04-22",2080,"Fuchsia macrostigma","Coeligena wilsoni",1
"321","FH520","2014-07-02",2290,"Palicourea acetosoides","Aglaiocercus coelestis",1
"322","FH529","2014-12-02",1820,"Renealmia sessilifolia","Coeligena wilsoni",1
"323","FH531","2015-01-13",2156,"Bomarea pardina","Coeligena torquata",1
"324","FH531","2015-01-13",2156,"Bomarea pardina","Coeligena wilsoni",1
"325","FH536","2015-03-25",1900,"Pitcairnia nigra","Phaethornis syrmatophorus",1
"326","FH537","2015-04-08",2290,"Renealmia sessilifolia","Heliangelus strophianus",1
"327","FH540","2015-05-27",1930,"Palicourea demissa","Coeligena wilsoni",1
"328","FH541","2015-06-09",2180,"Psammisia ulbrichiana","Coeligena torquata",1
"329","FH543","2015-07-14",1940,"Tillandsia complanata","Ocreatus underwoodii",1
"330","FH550","2015-10-20",2110,"Psammisia sodiroi","Aglaiocercus coelestis",1
"331","FH602","2013-11-06",2300,"Macleania bullata","Coeligena wilsoni",1
"332","FH608","2014-01-08",2080,"Centropogon solanifolius","Aglaiocercus coelestis",1
"333","FH608","2014-01-08",2080,"Centropogon solanifolius","Phaethornis syrmatophorus",1
"334","FH611","2014-02-27",2290,"Renealmia sessilifolia","Adelomyia melanogenys",1
"335","FH611","2014-02-27",2290,"Renealmia sessilifolia","Heliangelus strophianus",1
"336","FH614","2014-04-09",2420,"Bomarea pardina","Coeligena torquata",1
"337","FH614","2014-04-09",2420,"Bomarea pardina","Coeligena wilsoni",1
"338","FH616","2014-05-07",2450,"Palicourea lineata","Adelomyia melanogenys",1
"339","FH617","2014-05-21",1950,"Fuchsia macrostigma","Phaethornis syrmatophorus",1
"340","FH619","2014-06-18",2160,"Palicourea acetosoides","Aglaiocercus coelestis",1
"341","FH620","2014-07-02",2460,"Bomarea multiflora","Adelomyia melanogenys",1
"342","FH622","2014-08-01",2110,"Centropogon solanifolius","Aglaiocercus coelestis",1
"343","FH622","2014-08-01",2110,"Centropogon solanifolius","Coeligena torquata",1
"344","FH622","2014-08-01",2110,"Centropogon solanifolius","Phaethornis syrmatophorus",1
"345","FH623","2014-09-10",2190,"Fuchsia macrostigma","Coeligena wilsoni",1
"346","FH623","2014-09-10",2190,"Fuchsia macrostigma","Phaethornis syrmatophorus",1
"347","FH625","2014-10-07",2270,"Centropogon solanifolius","Phaethornis syrmatophorus",1
"348","FH629","2014-12-02",1970,"Guzmania jaramilloi","Aglaiocercus coelestis",1
"349","FH636","2015-03-25",1930,"Psammisia ulbrichiana","Aglaiocercus coelestis",1
"350","FH636","2015-03-25",1930,"Psammisia ulbrichiana","Coeligena wilsoni",1
"351","FH636","2015-03-25",1930,"Psammisia ulbrichiana","Ocreatus underwoodii",1
"352","FH639","2015-05-13",2272,"Pitcairnia sodiroi","Aglaiocercus coelestis",1
"353","FH639","2015-05-13",2272,"Pitcairnia sodiroi","Coeligena torquata",1
"354","FH642","2015-06-23",2370,"Palicourea lineata","Heliangelus strophianus",1
"355","FH646","2015-08-25",1930,"Tillandsia complanata","Ocreatus underwoodii",1
"356","FH649","2015-10-07",1950,"Bomarea pardina","Coeligena wilsoni",1
"357","FH653","2016-04-21",2170,"Fuchsia macrostigma","Phaethornis syrmatophorus",1
"358","FH655","2016-05-09",1900,"Pitcairnia nigra","Heliodoxa rubinoides",1
"359","FH655","2016-05-09",1900,"Pitcairnia nigra","Phaethornis syrmatophorus",1
"360","FH655","2016-05-10",1900,"Pitcairnia nigra","Aglaiocercus coelestis",1
"361","FH655","2016-05-10",1900,"Pitcairnia nigra","Phaethornis syrmatophorus",1
"362","FH655","2016-05-11",1900,"Pitcairnia nigra","Phaethornis syrmatophorus",1
"363","FH656","2016-05-23",2310,"Palicourea acetosoides","Coeligena torquata",1
"364","FH657","2016-06-08",1820,"Pitcairnia nigra","Phaethornis syrmatophorus",1
"365","FH657","2016-06-09",1820,"Pitcairnia nigra","Heliodoxa rubinoides",1
"366","FH657","2016-06-09",1820,"Pitcairnia nigra","Phaethornis syrmatophorus",1
"367","FH661","2016-08-08",1990,"Tillandsia complanata","Aglaiocercus coelestis",1
"368","FH661","2016-08-08",1990,"Tillandsia complanata","Ocreatus underwoodii",1
"369","FH662","2016-08-27",2460,"Bomarea multiflora","Coeligena torquata",1
"370","FH662","2016-08-28",2460,"Bomarea multiflora","Coeligena torquata",1
"371","FH662","2016-08-29",2460,"Bomarea multiflora","Aglaiocercus coelestis",1
"372","FH662","2016-08-29",2460,"Bomarea multiflora","Coeligena torquata",1
"373","FH662","2016-08-30",2460,"Bomarea multiflora","Coeligena torquata",1
"374","FH662","2016-08-31",2460,"Bomarea multiflora","Coeligena wilsoni",1
"375","FH662","2016-08-31",2460,"Bomarea multiflora","Phaethornis syrmatophorus",1
"376","FH663","2016-09-14",2000,"Guzmania amplectens","Coeligena wilsoni",1
"377","FH663","2016-09-15",2000,"Guzmania amplectens","Aglaiocercus coelestis",1
"378","FH663","2016-09-15",2000,"Guzmania amplectens","Coeligena wilsoni",1
"379","FH706","2014-01-08",2310,"Mezobromelia capituligera","Coeligena wilsoni",1
"380","FH706","2014-01-08",2310,"Mezobromelia capituligera","Heliangelus strophianus",1
"381","FH709","2014-02-27",1990,"Mezobromelia capituligera","Aglaiocercus coelestis",1
"382","FH709","2014-02-27",1990,"Mezobromelia capituligera","Coeligena wilsoni",1
"383","FH709","2014-02-27",1990,"Mezobromelia capituligera","Heliodoxa rubinoides",1
"384","FH713","2014-04-22",2360,"Palicourea acetosoides","Aglaiocercus coelestis",1
"385","FH713","2014-04-22",2360,"Palicourea acetosoides","Coeligena torquata",1
"386","FH715","2014-05-21",1960,"Palicourea acetosoides","Aglaiocercus coelestis",1
"387","FH727","2014-12-02",1960,"Mezobromelia capituligera","Aglaiocercus coelestis",1
"388","FH727","2014-12-02",1960,"Mezobromelia capituligera","Coeligena wilsoni",1
"389","FH731","2015-02-11",1960,"Bomarea pardina","Coeligena wilsoni",1
"390","FH731","2015-02-11",1960,"Bomarea pardina","Heliodoxa rubinoides",1
"391","FH744","2016-04-26",1780,"Renealmia sessilifolia","Phaethornis syrmatophorus",1
"392","FH801","2013-10-22",1860,"Centropogon solanifolius","Phaethornis syrmatophorus",1
"393","FH802","2013-11-06",2120,"Guzmania jaramilloi","Aglaiocercus coelestis",1
"394","FH803","2013-11-19",1900,"Guzmania amplectens","Coeligena wilsoni",1
"395","FH803","2013-11-19",1900,"Guzmania amplectens","Phaethornis syrmatophorus",1
"396","FH805","2013-12-19",2340,"Guzmania squarrosa","Adelomyia melanogenys",1
"397","FH805","2013-12-19",2340,"Guzmania squarrosa","Aglaiocercus coelestis",1
"398","FH805","2013-12-19",2340,"Guzmania squarrosa","Coeligena torquata",1
"399","FH805","2013-12-19",2340,"Guzmania squarrosa","Coeligena wilsoni",1
"400","FH805","2013-12-19",2340,"Guzmania squarrosa","Phaethornis syrmatophorus",1
"401","FH808","2014-02-12",2320,"Bomarea pardina","Coeligena wilsoni",1
"402","FH810","2014-03-11",1890,"Renealmia sessilifolia","Aglaiocercus coelestis",1
"403","FH815","2014-05-21",2130,"Centropogon solanifolius","Phaethornis syrmatophorus",1
"404","FH816","2014-06-04",1780,"Renealmia sessilifolia","Aglaiocercus coelestis",1
"405","FH818","2014-07-02",2410,"Palicourea lineata","Heliangelus strophianus",1
"406","FH821","2014-09-10",1950,"Psammisia sodiroi","Aglaiocercus coelestis",1
"407","FH822","2014-09-22",1830,"Renealmia sessilifolia","Aglaiocercus coelestis",1
"408","FH822","2014-09-22",1830,"Renealmia sessilifolia","Coeligena wilsoni",1
"409","FH823","2014-10-07",2320,"Macleania stricta","Adelomyia melanogenys",1
"410","FH823","2014-10-07",2320,"Macleania stricta","Coeligena torquata",1
"411","FH824","2014-10-11",1840,"Zingibiraceae sp.","Coeligena wilsoni",1
"412","FH827","2014-11-19",2354,"Guzmania squarrosa","Adelomyia melanogenys",1
"413","FH827","2014-11-19",2354,"Guzmania squarrosa","Aglaiocercus coelestis",1
"414","FH839","2015-05-27",2020,"Centropogon solanifolius","Aglaiocercus coelestis",1
"415","FH839","2015-05-27",2020,"Centropogon solanifolius","Phaethornis syrmatophorus",1
"416","FH840","2015-06-09",2130,"Centropogon solanifolius","Phaethornis syrmatophorus",1
"417","FH840","2015-06-09",2240,"Centropogon solanifolius","Phaethornis syrmatophorus",1
"418","FH841","2015-06-23",2390,"Psammisia sodiroi","Aglaiocercus coelestis",1
"419","FH842","2015-07-14",1960,"Psammisia ulbrichiana","Adelomyia melanogenys",1
"420","FH842","2015-07-14",1960,"Psammisia ulbrichiana","Aglaiocercus coelestis",1
"421","FH842","2015-07-14",1960,"Psammisia ulbrichiana","Coeligena wilsoni",1
"422","FH907","2014-10-07",2280,"Macleania bullata","Phaethornis syrmatophorus",1
"423","FH908","2014-10-22",2020,"Mezobromelia capituligera","Aglaiocercus coelestis",1
"424","FH908","2014-10-22",2020,"Mezobromelia capituligera","Coeligena wilsoni",1
"425","FH908","2014-10-22",2020,"Mezobromelia capituligera","Phaethornis syrmatophorus",1
"426","FH910","2014-11-19",2110,"Centropogon solanifolius","Phaethornis syrmatophorus",1
"427","FH917","2015-03-11",1900,"Guzmania lehmanniana","Coeligena wilsoni",1
"428","FH917","2015-03-11",1900,"Guzmania lehmanniana","Heliodoxa rubinoides",1
"429","FH919","2015-04-08",2320,"Mezobromelia capituligera","Adelomyia melanogenys",1
"430","FH919","2015-04-08",2320,"Mezobromelia capituligera","Coeligena torquata",1
"431","FH920","2015-04-28",2120,"Centropogon solanifolius","Phaethornis syrmatophorus",1
"432","FL001","2013-06-01",1340,"Heliconia virginalis","Phaethornis striigularis",1
"433","FL001","2013-06-01",1340,"Heliconia virginalis","Phaethornis yaruqui",1
"434","FL001","2013-06-01",1340,"Heliconia virginalis","Thalurania fannyi",1
"435","FL001","2013-06-02",1340,"Heliconia virginalis","Phaethornis striigularis",1
"436","FL001","2013-06-02",1340,"Heliconia virginalis","Phaethornis yaruqui",1
"437","FL001","2013-06-02",1340,"Heliconia virginalis","Thalurania fannyi",1
"438","FL011","2013-06-04",1660,"Psammisia ulbrichiana","Ocreatus underwoodii",1
"439","FL011","2013-06-04",1660,"Psammisia ulbrichiana","Phaethornis yaruqui",1
"440","FL011","2013-06-05",1660,"Psammisia ulbrichiana","Phaethornis syrmatophorus",1
"441","FL012","2013-06-04",1560,"Heliconia virginalis","Phaethornis yaruqui",1
"442","FL012","2013-06-06",1560,"Heliconia virginalis","Phaethornis syrmatophorus",1
"443","FL012","2013-06-06",1560,"Heliconia virginalis","Phaethornis yaruqui",1
"444","FL015","2013-06-06",1640,"Centropogon solanifolius","Phaethornis syrmatophorus",1
"445","FL016","2013-06-05",1640,"Palicourea demissa","Coeligena wilsoni",1
"446","FL016","2013-06-06",1640,"Palicourea demissa","Coeligena wilsoni",1
"447","FL017","2013-06-06",1370,"Palicourea demissa","Thalurania fannyi",1
"448","FL017","2013-06-07",1370,"Palicourea demissa","Phaethornis syrmatophorus",1
"449","FL018","2013-06-06",1640,"Psammisia ulbrichiana","Coeligena wilsoni",1
"450","FL018","2013-06-07",1640,"Psammisia ulbrichiana","Coeligena wilsoni",1
"451","FL018","2013-06-08",1640,"Psammisia ulbrichiana","Coeligena wilsoni",1
"452","FL018","2013-06-08",1640,"Psammisia ulbrichiana","Ocreatus underwoodii",1
"453","FL026","2013-06-15",2020,"Heliconia burleana","Coeligena wilsoni",1
"454","FL026","2013-06-15",2020,"Heliconia burleana","Phaethornis syrmatophorus",1
"455","FL026","2013-06-16",2020,"Heliconia burleana","Phaethornis syrmatophorus",1
"456","FL029","2013-06-16",1950,"Palicourea acetosoides","Coeligena wilsoni",1
"457","FL030","2013-06-15",1960,"Psammisia ulbrichiana","Coeligena wilsoni",1
"458","FL030","2013-06-16",1960,"Psammisia ulbrichiana","Aglaiocercus coelestis",1
"459","FL030","2013-06-16",1960,"Psammisia ulbrichiana","Coeligena wilsoni",1
"460","FL032","2013-06-15",2160,"Centropogon solanifolius","Phaethornis syrmatophorus",1
"461","FL032","2013-06-16",2160,"Centropogon solanifolius","Phaethornis syrmatophorus",1
"462","FL035","2013-06-15",2300,"Palicourea lineata","Heliangelus strophianus",1
"463","FL035","2013-06-16",2300,"Palicourea lineata","Heliangelus strophianus",1
"464","FL036","2013-06-15",2300,"Palicourea lineata","Adelomyia melanogenys",1
"465","FL041","2013-06-22",2440,"Mezobromelia capituligera","Coeligena torquata",1
"466","FL043","2013-06-24",2160,"Palicourea acetosoides","Aglaiocercus coelestis",1
"467","FL043","2013-06-24",2160,"Palicourea acetosoides","Coeligena torquata",1
"468","FL043","2013-06-25",2160,"Palicourea acetosoides","Aglaiocercus coelestis",1
"469","FL044","2013-06-24",2310,"Macleania bullata","Coeligena torquata",1
"470","FL044","2013-06-26",2310,"Macleania bullata","Coeligena torquata",1
"471","FL046","2013-06-25",2410,"Psammisia ulbrichiana","Heliangelus strophianus",1
"472","FL047","2013-06-28",2310,"Mikania websteri","Haplophaedia lugens",1
"473","FL049","2013-07-04",1350,"Salvia quitensis","Phaethornis striigularis",1
"474","FL050","2013-07-04",1600,"Centropogon solanifolius","Phaethornis syrmatophorus",1
"475","FL050","2013-07-05",1600,"Centropogon solanifolius","Phaethornis syrmatophorus",1
"476","FL053","2013-07-05",1550,"Renealmia sessilifolia","Ocreatus underwoodii",1
"477","FL053","2013-07-06",1550,"Renealmia sessilifolia","Phaethornis syrmatophorus",1
"478","FL053","2013-07-06",1550,"Renealmia sessilifolia","Phaethornis yaruqui",1
"479","FL054","2013-07-06",1500,"Heliconia burleana","Phaethornis syrmatophorus",1
"480","FL060","2013-07-10",1400,"Palicourea demissa","Ocreatus underwoodii",1
"481","FL060","2013-07-10",1400,"Palicourea demissa","Phaethornis striigularis",1
"482","FL060","2013-07-10",1400,"Palicourea demissa","Phaethornis yaruqui",1
"483","FL060","2013-07-10",1400,"Palicourea demissa","Thalurania fannyi",1
"484","FL060","2013-07-10",1400,"Palicourea demissa","Urosticte benjamini",1
"485","FL060","2013-07-11",1400,"Palicourea demissa","Ocreatus underwoodii",1
"486","FL060","2013-07-11",1400,"Palicourea demissa","Phaethornis striigularis",1
"487","FL060","2013-07-11",1400,"Palicourea demissa","Urosticte benjamini",1
"488","FL061","2013-07-10",1360,"Psammisia aberrans","Phaethornis syrmatophorus",1
"489","FL061","2013-07-10",1360,"Psammisia aberrans","Phaethornis yaruqui",1
"490","FL061","2013-07-11",1360,"Psammisia aberrans","Phaethornis syrmatophorus",1
"491","FL061","2013-07-11",1360,"Psammisia aberrans","Phaethornis yaruqui",1
"492","FL062","2013-07-09",1450,"Psammisia aberrans","Phaethornis yaruqui",1
"493","FL062","2013-07-10",1450,"Psammisia aberrans","Phaethornis syrmatophorus",1
"494","FL065","2013-07-15",1580,"Heliconia impudica","Coeligena wilsoni",1
"495","FL065","2013-07-15",1580,"Heliconia impudica","Phaethornis striigularis",1
"496","FL065","2013-07-15",1580,"Heliconia impudica","Urosticte benjamini",1
"497","FL065","2013-07-16",1580,"Heliconia impudica","Coeligena wilsoni",1
"498","FL065","2013-07-16",1580,"Heliconia impudica","Urosticte benjamini",1
"499","FL068","2013-07-20",1410,"Heliconia griggsiana","Phaethornis syrmatophorus",1
"500","FL068","2013-07-21",1410,"Heliconia griggsiana","Phaethornis syrmatophorus",1
"501","FL070","2013-07-20",1460,"Psammisia aberrans","Phaethornis yaruqui",1
"502","FL070","2013-07-21",1460,"Psammisia aberrans","Phaethornis yaruqui",1
"503","FL071","2013-07-22",1310,"Bomarea pardina","Coeligena wilsoni",1
"504","FL071","2013-07-23",1310,"Bomarea pardina","Aglaiocercus coelestis",1
"505","FL072","2013-07-24",1890,"Psammisia ulbrichiana","Coeligena wilsoni",1
"506","FL072","2013-07-25",1890,"Psammisia ulbrichiana","Aglaiocercus coelestis",1
"507","FL072","2013-07-25",1890,"Psammisia ulbrichiana","Coeligena wilsoni",1
"508","FL072","2013-07-26",1890,"Psammisia ulbrichiana","Coeligena wilsoni",1
"509","FL073","2013-07-24",1890,"Heliconia impudica","Aglaiocercus coelestis",1
"510","FL073","2013-07-25",1890,"Heliconia impudica","Aglaiocercus coelestis",1
"511","FL073","2013-07-26",1890,"Heliconia impudica","Aglaiocercus coelestis",1
"512","FL073","2013-07-26",1890,"Heliconia impudica","Coeligena wilsoni",1
"513","FL073","2013-07-26",1890,"Heliconia impudica","Phaethornis syrmatophorus",1
"514","FL076","2013-07-24",2090,"Palicourea lineata","Aglaiocercus coelestis",1
"515","FL076","2013-07-25",2090,"Palicourea lineata","Aglaiocercus coelestis",1
"516","FL076","2013-07-26",2090,"Palicourea lineata","Aglaiocercus coelestis",1
"517","FL078","2013-07-26",1960,"Palicourea demissa","Heliodoxa rubinoides",1
"518","FL078A","2013-07-25",1960,"Palicourea lineata","Ocreatus underwoodii",1
"519","FL080","2013-07-25",2120,"Pitcairnia sodiroi","Aglaiocercus coelestis",1
"520","FL080","2013-07-25",2120,"Pitcairnia sodiroi","Coeligena wilsoni",1
"521","FL080","2013-07-26",2120,"Pitcairnia sodiroi","Aglaiocercus coelestis",1
"522","FL080","2013-07-26",2120,"Pitcairnia sodiroi","Coeligena wilsoni",1
"523","FL080","2013-07-27",2120,"Pitcairnia sodiroi","Aglaiocercus coelestis",1
"524","FL080","2013-07-27",2120,"Pitcairnia sodiroi","Coeligena wilsoni",1
"525","FL080","2013-07-27",2120,"Pitcairnia sodiroi","Phaethornis syrmatophorus",1
"526","FL081","2013-07-26",2100,"Psammisia sodiroi","Aglaiocercus coelestis",1
"527","FL081","2013-07-27",2100,"Psammisia sodiroi","Aglaiocercus coelestis",1
"528","FL081","2013-07-27",2100,"Psammisia sodiroi","Coeligena wilsoni",1
"529","FL082","2013-07-27",1760,"Renealmia sessilifolia","Aglaiocercus coelestis",1
"530","FL082","2013-07-28",1760,"Renealmia sessilifolia","Aglaiocercus coelestis",1
"531","FL083","2013-07-28",2350,"Psammisia sodiroi","Heliangelus strophianus",1
"532","FL083","2013-07-29",2350,"Psammisia sodiroi","Adelomyia melanogenys",1
"533","FL083","2013-07-29",2350,"Psammisia sodiroi","Coeligena torquata",1
"534","FL083","2013-07-29",2350,"Psammisia sodiroi","Heliangelus strophianus",1
"535","FL084","2013-07-28",1850,"Psammisia ulbrichiana","Coeligena torquata",1
"536","FL084","2013-07-28",1850,"Psammisia ulbrichiana","Heliangelus strophianus",1
"537","FL084","2013-07-29",1850,"Psammisia ulbrichiana","Coeligena torquata",1
"538","FL084","2013-07-29",1850,"Psammisia ulbrichiana","Heliangelus strophianus",1
"539","FL084","2013-07-30",1850,"Psammisia ulbrichiana","Coeligena torquata",1
"540","FL084","2013-07-30",1850,"Psammisia ulbrichiana","Heliangelus strophianus",1
"541","FL085","2013-07-25",1970,"Fuschia macrostigma","Phaethornis syrmatophorus",1
"542","FL086","2013-07-23",1950,"Psammisia ulbrichiana","Aglaiocercus coelestis",1
"543","FL086","2013-07-23",1950,"Psammisia ulbrichiana","Heliodoxa rubinoides",1
"544","FL087","2013-07-29",1990,"Centropogon solanifolius","Aglaiocercus coelestis",1
"545","FL087","2013-07-30",1990,"Centropogon solanifolius","Aglaiocercus coelestis",1
"546","FL087","2013-07-30",1990,"Centropogon solanifolius","Coeligena wilsoni",1
"547","FL087","2013-07-30",1990,"Centropogon solanifolius","Heliodoxa rubinoides",1
"548","FL087","2013-07-30",1990,"Centropogon solanifolius","Phaethornis syrmatophorus",1
"549","FL087","2013-07-31",1990,"Centropogon solanifolius","Phaethornis syrmatophorus",1
"550","FL088","2013-07-30",2420,"Bomarea multiflora","Heliangelus strophianus",1
"551","FL088","2013-08-01",2420,"Bomarea multiflora","Heliangelus strophianus",1
"552","FL088","2013-08-01",2420,"Bomarea multiflora","Phaethornis syrmatophorus",1
"553","FL088","2013-08-02",2420,"Bomarea multiflora","Coeligena torquata",1
"554","FL088","2013-08-02",2420,"Bomarea multiflora","Heliangelus strophianus",1
"555","FL089","2013-08-01",2290,"Macleania bullata","Coeligena torquata",1
