"","date","Month","Year","site","final_plant_name","total_flowers","height","hummingbird","comment","Transect_ID","lon","lat","ele","time","name","sym","type","extensions","link","cmt","desc","waypoint","timestamp","Camera_ID"
"198","09/09/2017","September","2017","Yanacocha","Tropaeolum tuberosum",40,"2","Eriocnemis luciani",NA,"Yanacocha_September_125",-78.589818,-0.117101,"3503.376","2017-09-08T13:24:44Z","125","Flag, Blue","Blue Flag","125",NA,NA,NA,"125",2017-09-08 13:24:44,"Yanacocha_125"
"199","09/09/2017","September","2017","Yanacocha","Centropogon pichinchensis",2,"1","Metallura tyrianthina",NA,"Yanacocha_September_125",-78.589818,-0.117101,"3503.376","2017-09-08T13:24:44Z","125","Flag, Blue","Blue Flag","125",NA,NA,NA,"125",2017-09-08 13:24:44,"Yanacocha_125"
"200","09/09/2017","September","2017","Yanacocha","Racinaea tetrantha",5,"8","Ramphomicron microrhynchum","female","Yanacocha_September_128",-78.589971,-0.117381,"3506.715","2017-09-08T13:34:48Z","128","Flag, Blue","Blue Flag","128",NA,NA,NA,"128",2017-09-08 13:34:48,"Yanacocha_128"
"201","09/09/2017","September","2017","Yanacocha","Miconia corymbiformis",7,"8","Metallura tyrianthina",NA,"Yanacocha_September_137",-78.590345,-0.118138,"3486.978","2017-09-08T13:59:57Z","137","Flag, Blue","Blue Flag","137",NA,NA,NA,"137",2017-09-08 13:59:57,"Yanacocha_137"
"202","09/09/2017","September","2017","Yanacocha","Heppiella repens",60,"3","Metallura tyrianthina","male","Yanacocha_September_137",-78.590345,-0.118138,"3486.978","2017-09-08T13:59:57Z","137","Flag, Blue","Blue Flag","137",NA,NA,NA,"137",2017-09-08 13:59:57,"Yanacocha_137"
"203","09/09/2017","September","2017","Yanacocha","Heppiella repens",33,"3","Metallura tyrianthina",NA,"Yanacocha_September_143",-78.590623,-0.119033,"3494.365","2017-09-08T14:23:51Z","143","Flag, Blue","Blue Flag","143",NA,NA,NA,"143",2017-09-08 14:23:51,"Yanacocha_143"
"204","09/09/2017","September","2017","Yanacocha","Centropogon pichinchensis",5,"2","Lafresnaya lafresnayi",NA,"Yanacocha_September_154",-78.590326,-0.120222,"3501.167","2017-09-08T14:49:55Z","154","Flag, Blue","Blue Flag","154",NA,NA,NA,"154",2017-09-08 14:49:55,"Yanacocha_154"
"205","09/09/2017","September","2017","Yanacocha","Tristerix longebracteatus",5,"11","Lesbia nuna",NA,"Yanacocha_September_174",-78.590134,-0.122462,"3505.728","2017-09-08T15:39:42Z","174","Flag, Blue","Blue Flag","174",NA,NA,NA,"174",2017-09-08 15:39:42,"Yanacocha_174"
"206","09/09/2017","September","2017","Yanacocha","Weinmannia pinnata",NA,"11","Ramphomicron microrhynchum","(2 ind) there were many inflorescens with little flowers we could not count","Yanacocha_September_183",-78.590718,-0.122775,"3479.167","2017-09-08T16:00:22Z","183","Flag, Blue","Blue Flag","183",NA,NA,NA,"183",2017-09-08 16:00:22,"Yanacocha_183"
"207","09/09/2017","September","2017","Yanacocha","Weinmannia pinnata",NA,NA,"Coeligena lutetiae",NA,"Yanacocha_September_184",-78.590647,-0.122885,"3479.732","2017-09-08T16:05:58Z","184","Flag, Blue","Blue Flag","184",NA,NA,NA,"184",2017-09-08 16:05:58,"Yanacocha_184"
"208","09/09/2017","September","2017","Yanacocha","Miconia racemosa",NA,"10","Ramphomicron microrhynchum",NA,"Yanacocha_September_214",-78.591134,-0.125513,"3484.934","2017-09-08T16:58:25Z","214","Flag, Blue","Blue Flag","214",NA,NA,NA,"214",2017-09-08 16:58:25,"Yanacocha_214"
"209","09/09/2017","September","2017","Yanacocha","Miconia racemosa",NA,"8","Metallura tyrianthina",NA,"Yanacocha_September_215",-78.591173,-0.125622,"3485.907","2017-09-08T17:04:05Z","215","Flag, Blue","Blue Flag","215",NA,NA,NA,"215",2017-09-08 17:04:05,"Yanacocha_215"
"210","09/09/2017","September","2017","Yanacocha","Rubus roseus",1,"3","Metallura tyrianthina",NA,"Yanacocha_September_215",-78.591173,-0.125622,"3485.907","2017-09-08T17:04:05Z","215","Flag, Blue","Blue Flag","215",NA,NA,NA,"215",2017-09-08 17:04:05,"Yanacocha_215"
"211","09/10/2017","October","2017","Yanacocha","Tropaeolum tuberosum",8,"3","Eriocnemis luciani",NA,"Yanacocha_October_429",-78.589867,-0.117137,"3511.794","2017-10-09T13:39:39Z","429","Flag, Blue","Blue Flag","429",NA,NA,NA,"429",2017-10-09 13:39:39,"Yanacocha_429"
"212","09/10/2017","October","2017","Yanacocha","Brachyotum gleasonii",3,"2","Eriocnemis luciani",NA,"Yanacocha_October_431",-78.589944,-0.117244,"3513.115","2017-10-09T13:48:48Z","431","Flag, Blue","Blue Flag","431",NA,NA,NA,"431",2017-10-09 13:48:48,"Yanacocha_431"
"213","09/10/2017","October","2017","Yanacocha","Miconia corymbiformis",33,"8","Metallura tyrianthina",NA,"Yanacocha_October_439",-78.590243,-0.117353,"3503.406","2017-10-09T14:07:40Z","439","Flag, Blue","Blue Flag","439",NA,NA,NA,"439",2017-10-09 14:07:40,"Yanacocha_439"
"214","09/10/2017","October","2017","Yanacocha","Racinaea tetrantha",2,"7","Eriocnemis luciani",NA,"Yanacocha_October_440",-78.590274,-0.117628,"3501.869","2017-10-09T14:16:02Z","440","Flag, Blue","Blue Flag","440",NA,NA,NA,"440",2017-10-09 14:16:02,"Yanacocha_440"
"215","09/10/2017","October","2017","Yanacocha","Macleania rupestris",2,"5","Metallura tyrianthina","hembra","Yanacocha_October_444",-78.590387,-0.118401,"3506.243","2017-10-09T14:28:59Z","444","Flag, Blue","Blue Flag","444",NA,NA,NA,"444",2017-10-09 14:28:59,"Yanacocha_444"
"216","09/10/2017","October","2017","Yanacocha","Macleania rupestris",22,"4","Coeligena lutetiae",NA,"Yanacocha_October_455",-78.590621,-0.119651,"3515.536","2017-10-09T15:06:03Z","455","Flag, Blue","Blue Flag","455",NA,NA,NA,"455",2017-10-09 15:06:03,"Yanacocha_455"
"217","09/10/2017","October","2017","Yanacocha","Rubus roseus",1,"2","Metallura tyrianthina",NA,"Yanacocha_October_456",-78.590529,-0.119719,"3514.794","2017-10-09T15:08:42Z","456","Flag, Blue","Blue Flag","456",NA,NA,NA,"456",2017-10-09 15:08:42,"Yanacocha_456"
"218","09/11/2017","November","2017","Yanacocha","Miconia corymbiformis",13,"6","Eriocnemis luciani",NA,"Yanacocha_November_98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","09/11/2017","November","2017","Yanacocha","Miconia corymbiformis",9,"9","Metallura tyrianthina",NA,"Yanacocha_November_144",-78.590109,-0.122404,"3515.531","2017-11-09T15:33:49Z","144","Flag, Blue","Blue Flag","144",NA,NA,NA,"144",2017-11-09 15:33:49,"Yanacocha_144"
"220","07/12/2017","December","2017","Yanacocha","Miconia corymbiformis",30,"7","Heliangelus strophianus",NA,"Yanacocha_December_418",-78.590249,-0.117606,"3498.457","2017-12-07T13:49:46Z","418","Flag, Blue","Blue Flag","418",NA,NA,NA,"418",2017-12-07 13:49:46,"Yanacocha_418"
"221","07/12/2017","December","2017","Yanacocha","Racinaea tetrantha",7,"9","Heliangelus strophianus",NA,"Yanacocha_December_418",-78.590249,-0.117606,"3498.457","2017-12-07T13:49:46Z","418","Flag, Blue","Blue Flag","418",NA,NA,NA,"418",2017-12-07 13:49:46,"Yanacocha_418"
"222","07/12/2017","December","2017","Yanacocha","Rubus roseus",3,"2","Metallura tyrianthina",NA,"Yanacocha_December_430",-78.590462,-0.119416,"3506.528","2017-12-07T14:41:26Z","430","Flag, Blue","Blue Flag","430",NA,NA,NA,"430",2017-12-07 14:41:26,"Yanacocha_430"
"223","07/12/2017","December","2017","Yanacocha","Columnea dielsii",5,"4","Coeligena lutetiae",NA,"Yanacocha_December_431",-78.590444,-0.119595,"3507.594","2017-12-07T14:45:55Z","431","Flag, Blue","Blue Flag","431",NA,NA,NA,"431",2017-12-07 14:45:55,"Yanacocha_431"
"224","07/12/2017","December","2017","Yanacocha","Miconia corymbiformis",15,"6","Heliangelus strophianus",NA,"Yanacocha_December_467",-78.590627,-0.123705,"3485.035","2017-12-07T16:21:43Z","467","Flag, Blue","Blue Flag","467",NA,NA,NA,"467",2017-12-07 16:21:43,"Yanacocha_467"
"225","07/12/2017","December","2017","Yanacocha","Columnea dielsii",5,"5","Coeligena lutetiae",NA,"Yanacocha_December_470",-78.59059,-0.124264,"3484.572","2017-12-07T16:29:59Z","470","Flag, Blue","Blue Flag","470",NA,NA,NA,"470",2017-12-07 16:29:59,"Yanacocha_470"
"226","07/12/2017","December","2017","Yanacocha","Columnea dielsii",3,"5","Coeligena lutetiae",NA,"Yanacocha_December_478",-78.591246,-0.126031,"3484.518","2017-12-07T16:49:57Z","478","Flag, Blue","Blue Flag","478",NA,NA,NA,"478",2017-12-07 16:49:57,"Yanacocha_478"
"227","09/01/2018","January","2018","Yanacocha","Columnea dielsii",7,"3","Coeligena lutetiae",NA,"Yanacocha_January_8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","09/01/2018","January","2018","Yanacocha","Miconia corymbiformis",8,"7","Metallura tyrianthina",NA,"Yanacocha_January_9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","09/01/2018","January","2018","Yanacocha","Columnea dielsii",4,"5","Coeligena lutetiae",NA,"Yanacocha_January_9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","09/01/2018","January","2018","Yanacocha","Miconia corymbiformis",13,"8","Metallura tyrianthina",NA,"Yanacocha_January_13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","09/01/2018","January","2018","Yanacocha","Columnea dielsii",5,"5","Coeligena lutetiae",NA,"Yanacocha_January_18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","09/01/2018","January","2018","Yanacocha","Macleania rupestris",5,"4","Metallura tyrianthina",NA,"Yanacocha_January_19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","09/01/2018","January","2018","Yanacocha","Columnea dielsii",7,"5","Coeligena lutetiae",NA,"Yanacocha_January_56",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","09/01/2018","January","2018","Yanacocha","Miconia corymbiformis",19,"6","Eriocnemis luciani",NA,"Yanacocha_January_64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","09/01/2018","January","2018","Yanacocha","Miconia corymbiformis",3,"6","Coeligena lutetiae","2ind","Yanacocha_January_74",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","09/01/2018","January","2018","Yanacocha","Tropaeolum tuberosum",6,"2","Coeligena lutetiae",NA,"Yanacocha_January_97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","05/04/2018","April","2018","Yanacocha","Tropaeolum tuberosum",17,"3","Eriocnemis luciani",NA,"Yanacocha_April_771",-78.590181,-0.117342,"3506.589","2018-04-05T14:25:51Z","771","Flag, Blue","Blue Flag","771",NA,NA,NA,"771",2018-04-05 14:25:51,"Yanacocha_771"
"238","05/04/2018","April","2018","Yanacocha","Macleania rupestris",14,"5","Metallura tyrianthina",NA,"Yanacocha_April_794",-78.590442,-0.119965,"3513.080","2018-04-05T15:26:58Z","794","Flag, Blue","Blue Flag","794",NA,NA,NA,"794",2018-04-05 15:26:58,"Yanacocha_794"
"239","05/04/2018","April","2018","Yanacocha","Disterigma noyesiae",12,"2","Metallura tyrianthina",NA,"Yanacocha_April_808",-78.590253,-0.121073,"3520.482","2018-04-05T15:56:03Z","808","Flag, Blue","Blue Flag","808",NA,NA,NA,"808",2018-04-05 15:56:03,"Yanacocha_808"
"240","05/04/2018","April","2018","Yanacocha","Fuchsia ayavacensis",1,"2","Eriocnemis luciani",NA,"Yanacocha_April_844",-78.590607,-0.123747,"3480.195","2018-04-05T17:11:23Z","844","Flag, Blue","Blue Flag","844",NA,NA,NA,"844",2018-04-05 17:11:23,"Yanacocha_844"
