"","Plant","Flowers","Date","lon","lat","ele","Month","Year","julian"
"3916","Gasteranthus quitensis",4,2014-01-30,-78.62874,0.107768,1570,"January","2014",30
"3917","Besleria solanoides",750,2014-11-19,-78.59691,0.116377,1860,"November","2014",323
"3918","Columnea medicinalis",2,2015-07-14,-78.59302,0.129239,2160,"July","2015",195
"3919","Glossoloma oblongicalyx",2,2015-08-25,-78.59371,0.128771,2130,"August","2015",237
"3920","Besleria solanoides",25,2014-09-10,-78.59762,0.120778,1970,"September","2014",253
"3921","Besleria solanoides",90,2014-09-10,-78.59762,0.120778,1970,"September","2014",253
"3922","Gasteranthus quitensis",1,2014-01-30,-78.62869,0.107594,1570,"January","2014",30
"3923","Besleria solanoides",14,2014-10-22,-78.59909,0.116836,1950,"October","2014",295
"3924","Columnea mastersonii",1,2014-12-22,-78.62937,0.106204,1640,"December","2014",356
"3925","Besleria solanoides",15,2015-08-25,-78.59355,0.128939,2140,"August","2015",237
"3926","Besleria solanoides",5,2015-08-25,-78.59355,0.128939,2140,"August","2015",237
"3927","Besleria solanoides",2,2015-08-25,-78.59355,0.128939,2140,"August","2015",237
"3928","Gasteranthus quitensis",3,2016-08-10,-78.59369,0.115578,1740,"August","2016",223
"3929","Gasteranthus quitensis",1,2016-08-10,-78.59369,0.115578,1740,"August","2016",223
"3930","Drymonia collegarum",14,2014-09-10,-78.59762,0.120803,1970,"September","2014",253
"3931","Besleria solanoides",80,2014-09-10,-78.59762,0.120803,1970,"September","2014",253
"3932","Besleria solanoides",108,2016-09-15,-78.59403,0.128226,2130,"September","2016",259
"3933","Gasteranthus quitensis",1,2014-01-30,-78.62874,0.107587,1580,"January","2014",30
"3934","Besleria solanoides",90,2014-11-19,-78.59698,0.116427,1870,"November","2014",323
"3935","Glossoloma oblongicalyx",2,2016-11-15,-78.58564,0.129501,2360,"November","2016",320
"3936","Glossoloma oblongicalyx",2,2016-11-15,-78.58564,0.129501,2360,"November","2016",320
"3937","Drymonia teuscheri",1,2016-04-13,-78.58157,0.128741,2460,"April","2016",104
"3938","Glossoloma oblongicalyx",1,2016-05-25,-78.58188,0.128594,2450,"May","2016",146
"3939","Besleria solanoides",4,2014-07-02,-78.59688,0.11638,1860,"July","2014",183
"3940","Drymonia teuscheri",1,2015-07-14,-78.59293,0.129271,2160,"July","2015",195
"3941","Besleria solanoides",16,2014-09-10,-78.59761,0.120858,1970,"September","2014",253
"3942","Besleria solanoides",50,2014-09-10,-78.59761,0.120858,1970,"September","2014",253
"3943","Besleria solanoides",25,2014-09-10,-78.59761,0.120858,1970,"September","2014",253
"3944","Besleria solanoides",60,2016-09-15,-78.59402,0.128242,2130,"September","2016",259
"3945","Besleria solanoides",20,2016-09-15,-78.59402,0.128242,2130,"September","2016",259
"3946","Gasteranthus quitensis",3,2014-01-30,-78.62903,0.107506,1590,"January","2014",30
"3947","Columnea kucyniakii",2,2014-01-30,-78.62903,0.107506,1590,"January","2014",30
"3948","Besleria solanoides",8,2014-11-19,-78.59721,0.11643,1880,"November","2014",323
"3949","Besleria solanoides",16,2015-07-14,-78.59294,0.129193,2170,"July","2015",195
"3950","Besleria solanoides",25,2014-09-10,-78.59754,0.121026,1970,"September","2014",253
"3951","Columnea medicinalis",3,2016-09-15,-78.59396,0.128355,2130,"September","2016",259
"3952","Besleria solanoides",90,2014-11-19,-78.59723,0.116469,1870,"November","2014",323
"3953","Glossoloma oblongicalyx",1,2016-11-15,-78.58555,0.1293,2360,"November","2016",320
"3954","Glossoloma oblongicalyx",6,2016-11-15,-78.58555,0.1293,2360,"November","2016",320
"3955","Glossoloma oblongicalyx",1,2016-05-25,-78.58173,0.128677,2460,"May","2016",146
"3956","Besleria solanoides",25,2015-07-14,-78.59288,0.129113,2170,"July","2015",195
"3957","Gasteranthus quitensis",1,2016-08-10,-78.59358,0.11555,1740,"August","2016",223
"3958","Besleria solanoides",54,2014-09-10,-78.59752,0.121087,1970,"September","2014",253
"3959","Besleria solanoides",9,2016-09-15,-78.59394,0.1284,2130,"September","2016",259
"3960","Gasteranthus quitensis",2,2014-01-30,-78.6292,0.107459,1590,"January","2014",30
"3961","Columnea ciliata",1,2014-01-30,-78.6292,0.107459,1590,"January","2014",30
"3962","Besleria solanoides",50,2014-10-22,-78.59891,0.117046,1950,"October","2014",295
"3963","Besleria solanoides",48,2014-10-22,-78.59891,0.117046,1950,"October","2014",295
"3964","Besleria solanoides",20,2014-11-19,-78.59727,0.11645,1870,"November","2014",323
"3965","Glossoloma oblongicalyx",1,2016-11-15,-78.58551,0.129227,2360,"November","2016",320
"3966","Glossoloma purpureum",3,2014-12-22,-78.62965,0.10579,1650,"December","2014",356
"3967","Besleria solanoides",40,2015-07-14,-78.59283,0.129124,2180,"July","2015",195
"3968","Besleria solanoides",24,2014-09-10,-78.59747,0.121254,1980,"September","2014",253
"3969","Besleria solanoides",4,2014-09-10,-78.59747,0.121254,1980,"September","2014",253
"3970","Besleria solanoides",75,2016-09-15,-78.5939,0.128466,2130,"September","2016",259
"3971","Gasteranthus quitensis",3,2014-01-30,-78.62947,0.107243,1580,"January","2014",30
"3972","Besleria solanoides",48,2014-11-20,-78.59549,0.126762,2120,"November","2014",324
"3973","Gasteranthus lateralis",1,2014-11-20,-78.59549,0.126762,2120,"November","2014",324
"3974","Kohleria affinis",12,2015-04-08,-78.59743,0.121303,1970,"April","2015",98
"3975","Besleria solanoides",1,2014-05-22,-78.59904,0.116833,1960,"May","2014",142
"3976","Besleria solanoides",24,2014-09-10,-78.59745,0.121299,1980,"September","2014",253
"3977","Besleria solanoides",12,2014-09-10,-78.59745,0.121299,1980,"September","2014",253
"3978","Columnea mastersonii",1,2015-09-27,-78.62852,0.106888,1600,"September","2015",270
"3979","Besleria solanoides",15,2016-09-15,-78.59389,0.128477,2130,"September","2016",259
"3980","Besleria solanoides",108,2016-09-15,-78.59389,0.128477,2130,"September","2016",259
"3981","Gasteranthus quitensis",2,2014-01-30,-78.62957,0.106979,1580,"January","2014",30
"3982","Besleria solanoides",6,2014-10-22,-78.59886,0.117172,1950,"October","2014",295
"3983","Columnea medicinalis",4,2014-11-20,-78.59545,0.126755,2120,"November","2014",324
"3984","Kohleria affinis",1,2014-05-22,-78.59893,0.116941,1960,"May","2014",142
"3985","Glossoloma oblongicalyx",2,2016-05-25,-78.58168,0.128671,2460,"May","2016",146
"3986","Glossoloma oblongicalyx",1,2015-08-25,-78.59318,0.129047,2150,"August","2015",237
"3987","Besleria solanoides",20,2014-09-10,-78.59735,0.121391,1980,"September","2014",253
"3988","Besleria solanoides",6,2014-09-10,-78.59735,0.121391,1980,"September","2014",253
"3989","Besleria solanoides",28,2016-09-15,-78.59387,0.128509,2130,"September","2016",259
"3990","Besleria solanoides",21,2014-11-20,-78.59537,0.126775,2110,"November","2014",324
"3991","Gasteranthus lateralis",1,2016-11-15,-78.58537,0.129053,2360,"November","2016",320
"3992","Columnea mastersonii",1,2016-04-15,-78.63427,0.119133,1360,"April","2016",106
"3993","Drymonia teuscheri",2,2015-07-14,-78.59274,0.129205,2180,"July","2015",195
"3994","Drymonia tenuis",4,2016-07-13,-78.59519,0.115005,1770,"July","2016",195
"3995","Drymonia teuscheri",4,2015-08-25,-78.59315,0.129108,2150,"August","2015",237
"3996","Gasteranthus quitensis",1,2016-08-10,-78.59411,0.114767,1750,"August","2016",223
"3997","Besleria solanoides",90,2016-09-15,-78.59384,0.128578,2130,"September","2016",259
"3998","Gasteranthus lateralis",2,2015-10-19,-78.59068,0.131043,2280,"October","2015",292
"3999","Besleria solanoides",90,2014-11-05,-78.59615,0.11576,1850,"November","2014",309
"4000","Columnea ciliata",4,2014-02-27,-78.59893,0.116973,1950,"February","2014",58
"4001","Columnea kucyniakii",1,2014-02-27,-78.59893,0.116973,1950,"February","2014",58
"4002","Glossoloma oblongicalyx",1,2016-07-28,-78.59193,0.129706,2230,"July","2016",210
"4003","Gasteranthus quitensis",1,2016-08-27,-78.62903,0.106767,1590,"August","2016",240
"4004","Besleria solanoides",12,2014-11-06,-78.59368,0.128795,2130,"November","2014",310
"4005","Besleria solanoides",60,2014-11-06,-78.59368,0.128795,2130,"November","2014",310
"4006","Gasteranthus quitensis",1,2016-12-14,-78.59358,0.115449,1740,"December","2016",349
"4007","Columnea ciliata",1,2014-02-28,-78.59443,0.127722,2130,"February","2014",59
"4008","Besleria solanoides",30,2016-09-05,-78.59451,0.127481,2120,"September","2016",249
"4009","Besleria solanoides",48,2016-09-05,-78.59451,0.127481,2120,"September","2016",249
"4010","Besleria solanoides",54,2016-09-05,-78.59451,0.127481,2120,"September","2016",249
"4011","Besleria solanoides",2,2014-10-22,-78.59886,0.117228,1950,"October","2014",295
"4012","Gasteranthus lateralis",5,2016-11-15,-78.58534,0.129037,2360,"November","2016",320
"4013","Kohleria affinis",1,2015-04-08,-78.59715,0.121562,1980,"April","2015",98
"4014","Besleria solanoides",8,2015-04-08,-78.59715,0.121562,1980,"April","2015",98
"4015","Columnea ciliata",3,2016-04-15,-78.63475,0.118946,1370,"April","2016",106
"4016","Drymonia teuscheri",8,2015-08-25,-78.59315,0.129121,2150,"August","2015",237
"4017","Drymonia collegarum",11,2014-09-10,-78.5968,0.122261,1990,"September","2014",253
"4018","Besleria solanoides",50,2016-09-15,-78.59375,0.128642,2130,"September","2016",259
"4019","Besleria solanoides",15,2014-10-22,-78.59884,0.117296,1950,"October","2014",295
"4020","Kohleria affinis",8,2015-04-08,-78.59698,0.121736,1990,"April","2015",98
"4021","Columnea ciliata",1,2016-04-15,-78.63515,0.118712,1370,"April","2016",106
"4022","Besleria solanoides",6,2014-05-22,-78.59883,0.117327,1950,"May","2014",142
"4023","Drymonia tenuis",1,2016-07-13,-78.59534,0.115016,1770,"July","2016",195
"4024","Drymonia teuscheri",4,2015-08-25,-78.59319,0.129133,2150,"August","2015",237
"4025","Besleria solanoides",60,2016-09-15,-78.59372,0.128704,2130,"September","2016",259
"4026","Besleria solanoides",42,2016-09-15,-78.59372,0.128704,2130,"September","2016",259
"4027","Gasteranthus quitensis",2,2014-01-30,-78.62898,0.106802,1600,"January","2014",30
"4028","Besleria solanoides",9,2014-10-22,-78.59884,0.11735,1950,"October","2014",295
"4029","Glossoloma oblongicalyx",4,2016-11-15,-78.58531,0.128989,2370,"November","2016",320
"4030","Columnea ciliata",1,2015-04-08,-78.59663,0.12248,1990,"April","2015",98
"4031","Columnea ciliata",1,2016-04-15,-78.63526,0.118424,1360,"April","2016",106
"4032","Besleria solanoides",20,2015-07-14,-78.59259,0.129225,2190,"July","2015",195
"4033","Glossoloma oblongicalyx",1,2015-08-25,-78.59305,0.129057,2150,"August","2015",237
"4034","Besleria solanoides",150,2016-09-15,-78.59373,0.128741,2130,"September","2016",259
"4035","Gasteranthus quitensis",6,2014-12-22,-78.62936,0.104835,1660,"December","2014",356
"4036","Columnea mastersonii",1,2016-05-27,-78.63412,0.119127,1360,"May","2016",148
"4037","Gasteranthus quitensis",1,2016-08-10,-78.59422,0.114775,1750,"August","2016",223
"4038","Besleria solanoides",2,2016-09-15,-78.59376,0.128668,2140,"September","2016",259
"4039","Besleria solanoides",20,2014-11-20,-78.59482,0.127303,2120,"November","2014",324
"4040","Glossoloma oblongicalyx",4,2016-11-15,-78.58529,0.128956,2370,"November","2016",320
"4041","Columnea medicinalis",2,2015-04-08,-78.59659,0.122793,2000,"April","2015",98
"4042","Gasteranthus quitensis",3,2016-05-27,-78.63413,0.119124,1360,"May","2016",148
"4043","Drymonia collegarum",8,2014-09-10,-78.59669,0.122538,2000,"September","2014",253
"4044","Besleria solanoides",24,2016-09-15,-78.59369,0.128731,2140,"September","2016",259
"4045","Glossoloma oblongicalyx",4,2016-11-15,-78.58522,0.128897,2370,"November","2016",320
"4046","Columnea medicinalis",1,2014-05-22,-78.59835,0.118218,1940,"May","2014",142
"4047","Columnea mastersonii",2,2016-05-27,-78.63427,0.11913,1360,"May","2016",148
"4048","Glossoloma oblongicalyx",1,2015-07-14,-78.59237,0.12937,2190,"July","2015",195
"4049","Besleria solanoides",105,2014-09-10,-78.59668,0.122583,2000,"September","2014",253
"4050","Drymonia collegarum",9,2014-09-10,-78.59668,0.122583,2000,"September","2014",253
"4051","Besleria solanoides",25,2016-09-15,-78.59372,0.12872,2140,"September","2016",259
"4052","Columnea mastersonii",3,2014-01-30,-78.62867,0.106609,1630,"January","2014",30
"4053","Besleria solanoides",39,2014-11-20,-78.59476,0.127311,2120,"November","2014",324
"4054","Besleria solanoides",30,2014-11-20,-78.59476,0.127311,2120,"November","2014",324
"4055","Drymonia teuscheri",2,2016-11-15,-78.58521,0.128794,2380,"November","2016",320
"4056","Columnea mastersonii",4,2014-12-22,-78.62918,0.104405,1670,"December","2014",356
"4057","Columnea mastersonii",2,2016-05-27,-78.63439,0.119114,1360,"May","2016",148
"4058","Columnea mastersonii",3,2016-05-27,-78.63439,0.119114,1360,"May","2016",148
"4059","Drymonia collegarum",6,2014-09-10,-78.59661,0.12282,2010,"September","2014",253
"4060","Columnea medicinalis",2,2014-09-10,-78.59661,0.12282,2010,"September","2014",253
"4061","Besleria solanoides",25,2016-09-15,-78.59367,0.128786,2140,"September","2016",259
"4062","Besleria solanoides",40,2016-09-15,-78.59367,0.128786,2140,"September","2016",259
"4063","Columnea medicinalis",1,2015-04-09,-78.5954,0.126736,2130,"April","2015",99
"4064","Columnea mastersonii",1,2016-05-27,-78.63453,0.119117,1370,"May","2016",148
"4065","Drymonia collegarum",3,2014-07-02,-78.59867,0.117656,1940,"July","2014",183
"4066","Glossoloma oblongicalyx",3,2015-07-14,-78.59224,0.129426,2200,"July","2015",195
"4067","Gasteranthus quitensis",2,2016-08-10,-78.59519,0.114707,1780,"August","2016",223
"4068","Columnea medicinalis",10,2014-09-10,-78.59656,0.122795,2010,"September","2014",253
"4069","Glossoloma oblongicalyx",4,2016-09-15,-78.59367,0.128804,2140,"September","2016",259
"4070","Besleria solanoides",3,2016-09-15,-78.59367,0.128804,2140,"September","2016",259
"4071","Columnea kucyniakii",1,2014-01-30,-78.62893,0.106411,1640,"January","2014",30
"4072","Columnea medicinalis",2,2014-10-22,-78.59861,0.117801,1940,"October","2014",295
"4073","Besleria solanoides",15,2014-11-20,-78.5947,0.127353,2120,"November","2014",324
"4074","Besleria solanoides",40,2014-11-20,-78.5947,0.127353,2120,"November","2014",324
"4075","Besleria solanoides",30,2014-11-20,-78.5947,0.127353,2120,"November","2014",324
"4076","Besleria solanoides",40,2014-11-20,-78.5947,0.127353,2120,"November","2014",324
"4077","Besleria solanoides",60,2014-11-20,-78.5947,0.127353,2120,"November","2014",324
"4078","Besleria solanoides",20,2014-11-20,-78.5947,0.127353,2120,"November","2014",324
"4079","Columnea mastersonii",4,2014-12-22,-78.62915,0.104342,1670,"December","2014",356
"4080","Kohleria affinis",10,2015-04-09,-78.59536,0.126901,2120,"April","2015",99
"4081","Drymonia collegarum",6,2014-07-02,-78.5986,0.117717,1940,"July","2014",183
"4082","Columnea medicinalis",1,2015-07-14,-78.59213,0.129463,2200,"July","2015",195
"4083","Besleria solanoides",15,2014-09-10,-78.5965,0.122718,2020,"September","2014",253
"4084","Besleria solanoides",4,2016-09-15,-78.59368,0.128848,2140,"September","2016",259
"4085","Besleria solanoides",60,2016-09-15,-78.59368,0.128848,2140,"September","2016",259
"4086","Columnea kucyniakii",1,2014-01-30,-78.62901,0.106359,1640,"January","2014",30
"4087","Besleria solanoides",140,2014-11-20,-78.59467,0.127397,2130,"November","2014",324
"4088","Besleria solanoides",28,2014-11-20,-78.59467,0.127397,2130,"November","2014",324
"4089","Kohleria affinis",4,2015-04-09,-78.59528,0.127,2130,"April","2015",99
"4090","Columnea mastersonii",2,2016-04-15,-78.63518,0.117068,1370,"April","2016",106
"4091","Columnea medicinalis",1,2014-07-02,-78.59834,0.118138,1940,"July","2014",183
"4092","Glossoloma oblongicalyx",2,2015-07-14,-78.59202,0.12954,2200,"July","2015",195
"4093","Glossoloma oblongicalyx",1,2015-07-14,-78.59202,0.12954,2200,"July","2015",195
"4094","Besleria solanoides",15,2014-09-10,-78.5964,0.122646,2020,"September","2014",253
"4095","Besleria solanoides",30,2016-09-15,-78.59361,0.128891,2140,"September","2016",259
"4096","Besleria solanoides",42,2016-09-15,-78.59361,0.128891,2140,"September","2016",259
"4097","Gasteranthus lateralis",1,2015-01-14,-78.58599,0.129879,2340,"January","2015",14
"4098","Columnea strigosa",4,2015-01-14,-78.58599,0.129879,2340,"January","2015",14
"4099","Besleria solanoides",21,2016-10-18,-78.5944,0.127666,2130,"October","2016",292
"4100","Besleria solanoides",32,2014-11-06,-78.59362,0.128882,2140,"November","2014",310
"4101","Gasteranthus quitensis",2,2016-12-14,-78.59356,0.115537,1740,"December","2016",349
"4102","Columnea ciliata",4,2014-02-28,-78.59431,0.127941,2130,"February","2014",59
"4103","Columnea mastersonii",1,2016-06-11,-78.62906,0.103757,1700,"June","2016",163
"4104","Columnea picta",1,2014-09-27,-78.63276,0.11426,1370,"September","2014",270
"4105","Drymonia teuscheri",2,2016-11-15,-78.58516,0.128634,2390,"November","2016",320
"4106","Kohleria affinis",5,2015-04-09,-78.59511,0.127011,2130,"April","2015",99
"4107","Columnea mastersonii",1,2016-05-27,-78.63499,0.118847,1370,"May","2016",148
"4108","Glossoloma oblongicalyx",2,2015-07-14,-78.59195,0.129551,2200,"July","2015",195
"4109","Besleria solanoides",16,2015-08-25,-78.59285,0.129173,2170,"August","2015",237
"4110","Drymonia collegarum",2,2014-09-10,-78.59628,0.122711,2020,"September","2014",253
"4111","Besleria solanoides",12,2014-09-10,-78.59628,0.122711,2020,"September","2014",253
"4112","Besleria solanoides",90,2016-09-15,-78.59354,0.12893,2140,"September","2016",259
"4113","Besleria solanoides",130,2016-09-15,-78.59354,0.12893,2140,"September","2016",259
"4114","Columnea mastersonii",1,2014-12-22,-78.62899,0.104091,1690,"December","2014",356
"4115","Columnea ciliata",1,2014-05-22,-78.59774,0.120008,1960,"May","2014",142
"4116","Columnea medicinalis",6,2014-09-11,-78.59541,0.12673,2110,"September","2014",254
"4117","Besleria solanoides",56,2016-09-15,-78.59353,0.128944,2140,"September","2016",259
"4118","Kohleria affinis",4,2015-04-09,-78.59491,0.127179,2120,"April","2015",99
"4119","Glossoloma purpureum",2,2015-09-27,-78.62963,0.105937,1650,"September","2015",270
"4120","Besleria solanoides",14,2016-09-15,-78.59353,0.128947,2140,"September","2016",259
"4121","Besleria solanoides",12,2014-09-11,-78.59488,0.127245,2110,"September","2014",254
"4122","Besleria solanoides",90,2016-09-15,-78.59347,0.128984,2140,"September","2016",259
"4123","Besleria solanoides",6,2014-11-20,-78.59447,0.127679,2120,"November","2014",324
"4124","Kohleria affinis",1,2015-04-09,-78.59487,0.127245,2120,"April","2015",99
"4125","Glossoloma purpureum",1,2016-04-15,-78.63463,0.116144,1370,"April","2016",106
"4126","Glossoloma oblongicalyx",3,2015-07-14,-78.59176,0.129853,2220,"July","2015",195
"4127","Columnea medicinalis",2,2015-08-25,-78.59272,0.129208,2190,"August","2015",237
"4128","Besleria solanoides",72,2016-09-15,-78.59344,0.129021,2140,"September","2016",259
"4129","Besleria solanoides",24,2016-09-15,-78.59344,0.129021,2140,"September","2016",259
"4130","Besleria solanoides",77,2014-11-20,-78.59437,0.12781,2120,"November","2014",324
"4131","Besleria solanoides",32,2014-11-20,-78.59437,0.12781,2120,"November","2014",324
"4132","Glossoloma oblongicalyx",1,2015-07-14,-78.59166,0.130001,2220,"July","2015",195
"4133","Besleria solanoides",9,2014-09-11,-78.59479,0.127322,2120,"September","2014",254
"4134","Besleria solanoides",15,2014-09-11,-78.59479,0.127322,2120,"September","2014",254
"4135","Besleria solanoides",65,2016-09-15,-78.59342,0.12904,2140,"September","2016",259
"4136","Besleria solanoides",60,2016-09-15,-78.59342,0.12904,2140,"September","2016",259
"4137","Besleria solanoides",4,2014-11-20,-78.59436,0.127867,2120,"November","2014",324
"4138","Besleria solanoides",10,2014-11-20,-78.59436,0.127867,2120,"November","2014",324
"4139","Besleria solanoides",2,2015-04-09,-78.59463,0.127365,2120,"April","2015",99
"4140","Glossoloma purpureum",1,2016-04-15,-78.63425,0.115755,1370,"April","2016",106
"4141","Glossoloma purpureum",1,2016-04-15,-78.63425,0.115755,1370,"April","2016",106
"4142","Besleria solanoides",2,2014-09-11,-78.59472,0.127333,2120,"September","2014",254
"4143","Besleria solanoides",80,2016-09-15,-78.59332,0.129087,2140,"September","2016",259
"4144","Besleria solanoides",40,2014-11-20,-78.59439,0.127972,2120,"November","2014",324
"4145","Besleria solanoides",24,2014-11-20,-78.59439,0.127972,2120,"November","2014",324
"4146","Columnea ciliata",3,2015-04-09,-78.59453,0.127476,2120,"April","2015",99
"4147","Columnea ciliata",1,2016-07-13,-78.59636,0.11605,1840,"July","2016",195
"4148","Besleria solanoides",24,2014-09-11,-78.5947,0.127345,2120,"September","2014",254
"4149","Besleria solanoides",25,2014-09-11,-78.5947,0.127345,2120,"September","2014",254
"4150","Besleria solanoides",16,2014-09-11,-78.5947,0.127345,2120,"September","2014",254
"4151","Columnea mastersonii",1,2014-01-30,-78.62905,0.104338,1690,"January","2014",30
"4152","Gasteranthus quitensis",2,2016-04-15,-78.63395,0.115525,1370,"April","2016",106
"4153","Glossoloma oblongicalyx",1,2015-08-25,-78.5925,0.129304,2190,"August","2015",237
"4154","Besleria solanoides",40,2014-09-11,-78.59467,0.127372,2120,"September","2014",254
"4155","Besleria solanoides",6,2014-09-11,-78.59467,0.127372,2120,"September","2014",254
"4156","Glossoloma purpureum",1,2015-09-27,-78.62945,0.105275,1660,"September","2015",270
"4157","Glossoloma oblongicalyx",2,2016-09-15,-78.59329,0.12906,2150,"September","2016",259
"4158","Besleria solanoides",102,2016-09-15,-78.59329,0.12906,2150,"September","2016",259
"4159","Besleria solanoides",72,2016-09-15,-78.59329,0.12906,2150,"September","2016",259
"4160","Columnea mastersonii",1,2014-01-30,-78.6291,0.104177,1690,"January","2014",30
"4161","Columnea ciliata",1,2015-04-09,-78.5945,0.12754,2130,"April","2015",99
"4162","Glossoloma oblongicalyx",2,2015-07-14,-78.59148,0.130248,2240,"July","2015",195
"4163","Glossoloma oblongicalyx",2,2015-08-25,-78.59238,0.129348,2190,"August","2015",237
"4164","Gasteranthus quitensis",3,2016-08-10,-78.59647,0.11607,1820,"August","2016",223
"4165","Besleria solanoides",16,2016-09-15,-78.59325,0.129064,2150,"September","2016",259
"4166","Besleria solanoides",48,2016-09-15,-78.59325,0.129064,2150,"September","2016",259
"4167","Gasteranthus quitensis",2,2016-12-14,-78.59345,0.115415,1740,"December","2016",349
"4168","Columnea kucyniakii",2,2014-01-30,-78.62907,0.104077,1690,"January","2014",30
"4169","Besleria solanoides",15,2014-11-20,-78.59415,0.128135,2130,"November","2014",324
"4170","Besleria solanoides",5,2014-11-20,-78.59415,0.128135,2130,"November","2014",324
"4171","Glossoloma oblongicalyx",2,2016-11-15,-78.58445,0.128392,2400,"November","2016",320
"4172","Glossoloma oblongicalyx",2,2016-11-15,-78.58445,0.128392,2400,"November","2016",320
"4173","Glossoloma oblongicalyx",2,2015-08-25,-78.59234,0.129377,2190,"August","2015",237
"4174","Besleria solanoides",15,2014-09-11,-78.59432,0.127851,2120,"September","2014",254
"4175","Besleria solanoides",5,2014-09-11,-78.59432,0.127851,2120,"September","2014",254
"4176","Kohleria affinis",2,2014-05-22,-78.59767,0.120792,1970,"May","2014",142
"4177","Columnea mastersonii",4,2016-05-27,-78.63521,0.117125,1370,"May","2016",148
"4178","Columnea medicinalis",3,2015-07-14,-78.59125,0.130165,2240,"July","2015",195
"4179","Gasteranthus lateralis",1,2016-09-15,-78.59311,0.129056,2150,"September","2016",259
"4180","Besleria solanoides",8,2014-10-22,-78.59803,0.119305,1950,"October","2014",295
"4181","Besleria solanoides",6,2014-11-20,-78.59398,0.128263,2130,"November","2014",324
"4182","Glossoloma oblongicalyx",4,2015-08-25,-78.5923,0.129416,2190,"August","2015",237
"4183","Glossoloma oblongicalyx",1,2016-09-15,-78.59318,0.1291,2160,"September","2016",259
"4184","Columnea medicinalis",1,2016-09-15,-78.59318,0.1291,2160,"September","2016",259
"4185","Columnea mastersonii",1,2015-01-02,-78.63415,0.119153,1350,"January","2015",2
"4186","Besleria solanoides",40,2014-11-20,-78.59392,0.1285,2130,"November","2014",324
"4187","Columnea medicinalis",2,2014-11-20,-78.59392,0.1285,2130,"November","2014",324
"4188","Besleria solanoides",32,2014-11-20,-78.59392,0.1285,2130,"November","2014",324
"4189","Glossoloma oblongicalyx",1,2015-08-25,-78.5923,0.129427,2190,"August","2015",237
"4190","Besleria solanoides",9,2014-09-11,-78.59393,0.128435,2120,"September","2014",254
"4191","Besleria solanoides",10,2016-09-15,-78.59316,0.129102,2160,"September","2016",259
"4192","Columnea mastersonii",4,2015-01-02,-78.63426,0.119162,1350,"January","2015",2
"4193","Columnea ciliata",10,2015-01-02,-78.63426,0.119162,1350,"January","2015",2
"4194","Besleria solanoides",36,2014-11-20,-78.59386,0.1285,2120,"November","2014",324
"4195","Glossoloma oblongicalyx",4,2016-11-15,-78.58393,0.128295,2410,"November","2016",320
"4196","Drymonia teuscheri",1,2014-02-11,-78.58633,0.130136,2310,"February","2014",42
"4197","Glossoloma oblongicalyx",1,2015-07-14,-78.59121,0.130371,2250,"July","2015",195
"4198","Gasteranthus quitensis",3,2016-07-13,-78.59711,0.116481,1870,"July","2016",195
"4199","Glossoloma oblongicalyx",6,2015-08-25,-78.59217,0.129484,2190,"August","2015",237
"4200","Besleria solanoides",10,2014-09-11,-78.5939,0.128479,2120,"September","2014",254
"4201","Besleria solanoides",15,2014-09-11,-78.5939,0.128479,2120,"September","2014",254
"4202","Besleria solanoides",24,2016-09-15,-78.59307,0.129178,2160,"September","2016",259
"4203","Glossoloma oblongicalyx",2,2016-09-15,-78.59307,0.129178,2160,"September","2016",259
"4204","Besleria solanoides",40,2014-11-20,-78.59381,0.128558,2130,"November","2014",324
"4205","Drymonia teuscheri",4,2016-11-15,-78.58386,0.128325,2410,"November","2016",320
"4206","Besleria solanoides",2,2014-05-22,-78.59737,0.121336,1980,"May","2014",142
"4207","Gasteranthus quitensis",5,2016-08-10,-78.59674,0.116233,1840,"August","2016",223
"4208","Besleria solanoides",30,2014-09-11,-78.59383,0.128596,2130,"September","2014",254
"4209","Besleria solanoides",63,2016-09-15,-78.5931,0.129137,2160,"September","2016",259
"4210","Columnea mastersonii",2,2015-01-02,-78.63442,0.119131,1360,"January","2015",2
"4211","Drymonia teuscheri",1,2015-04-09,-78.59393,0.128387,2130,"April","2015",99
"4212","Kohleria affinis",9,2014-05-22,-78.5972,0.121448,1980,"May","2014",142
"4213","Drymonia collegarum",4,2015-05-28,-78.59609,0.115243,1830,"May","2015",148
"4214","Columnea picta",2,2016-05-27,-78.63498,0.116623,1370,"May","2016",148
"4215","Glossoloma oblongicalyx",2,2015-07-14,-78.59099,0.130669,2260,"July","2015",195
"4216","Columnea medicinalis",1,2014-09-11,-78.59377,0.128708,2130,"September","2014",254
"4217","Gasteranthus lateralis",2,2016-09-15,-78.59301,0.12909,2170,"September","2016",259
"4218","Besleria solanoides",21,2016-09-15,-78.59301,0.12909,2170,"September","2016",259
"4219","Columnea ciliata",2,2015-01-02,-78.63492,0.118833,1370,"January","2015",2
"4220","Columnea mastersonii",1,2016-05-27,-78.63496,0.116588,1370,"May","2016",148
"4221","Glossoloma oblongicalyx",NA,2014-09-11,-78.59372,0.128788,2130,"September","2014",254
"4222","Besleria solanoides",39,2016-09-15,-78.59301,0.129144,2170,"September","2016",259
"4223","Columnea mastersonii",1,2015-01-02,-78.63509,0.118741,1380,"January","2015",2
